tweet_id,location,date,likes,retweets,text
1389745535196741635,"Louisiana, USA",2021-05-05,69,20,"If, considering what happened and, as many have claimed, SARS-CoV-2 was the result of a natural combination, we should think that the bat and the pangolin have teamed up to eliminate the human species. - Giuseppe Tritto"
1394644195638398985,"Albany, NY",2021-05-18,0,0,"Perhaps since Governor Cuomo used staff to write this book, the proceeds from his book should go back into state coffers to support what he was trying to cut during the pandemic...how about health care! https://t.co/d5y7omHZre"
1394197735494938626,"Cambridge, MA",2021-05-17,42150,4992,"We’ve made incredible progress in the fight against COVID-19, but we’re not done yet. Get vaccinated and then ensure your family, friends, and neighbors do as well.
 
Let’s finish strong, folks."
1394031916618289156,"Mudfort, WV",2021-05-16,5,2,did I miss a memo that preexisting immunity doesn't work against variants or something https://t.co/YSjGkJjOHS
1393057633683320832,"New York, USA",2021-05-14,0,0,yessssSsSssss https://t.co/bxYjolx54w
1389671806521339904,"meridian, id",2021-05-04,63749,8639,"Why do I still wear a mask despite being vaccinated? 

Sikh wisdom tells us that a truly wise person is one who fears none and frightens none. 

Wearing my mask is not for me. It's out of compassion for others who don't know that I'm vaccinated. Feels like the right thing to do."
1388865905837461504,"Harrisburg, Pennsylvania, USA",2021-05-02,0,0,"I don’t know what to think about this debate yet, so thank you to DW for this piece. Of course, doing whatever it takes to get shots in people’s arms is the ethical choice. https://t.co/53XwHQfTNV"
1398856185781104644,"Philadelphia, PA",2021-05-30,3441,542,The CDC just announced you can stop talking on speakerphone in public.
1393808459129401348,"The Shoals, Alabama",2021-05-16,0,0,"Like everything else, COVID-19 has spurred changes in homebuilding in the past year. https://t.co/TtWod5AO6d"
1389199824118075392,"Rochester, New York",2021-05-03,2,0,Get vaccinated. https://t.co/Z80vwv2joG
1388893163012698116,"New Jersey, USA",2021-05-02,1,1,"@ivankaknowsnyet @NoDemLeftBehind #RESIST 🌊
Covid does seem to have deleterious impact on male sperm; and, the ability to get, maintain an erection for some men.
Covid attacks blood vessels, that's probably why ED problem.
Sperm count issue is like other odd consequences, e.g. inability to taste
and/or smell."
1399019341035749382,"Vicksburg, MS",2021-05-30,98238,27454,"Stayed COVID free since it started , thank God 👏🏽👏🏽"
1399415787572629508,"Cincinnati, OH",2021-05-31,33,5,The CDC has announced that fully vaccinated people can now double dip
1395715700870758402,"Burleson, TX",2021-05-21,0,0,"Senators Urge Biden to Reverse ‘Disastrous’ Decision to Give COVID-19 Medical Tech and Intellectual Property to China

https://t.co/f3l9UZEDak"
1398138420426207233,"Denver, CO",2021-05-28,0,0,"@chrisvanderveen Finally, Covid doing some good!"
1393303164539998208,"Seattle, WA",2021-05-14,1,0,"Yesterday was a real milestone in terms of US COVID life. I don't think I've fully processed the news about masking.

I don't think I realized how much of my perception of the pandemic revolved around the act and witnessing of masking."
1399087182506348544,"The South, USA",2021-05-30,3,2,A new study by Mount Sinai researchers found that cells in the eye can be directly infected by SARS-CoV-2: https://t.co/KTQpshAoR7 #COVID19
1394363119946792961,"California, USA",2021-05-17,0,0,@ArndtBooks @Jim_Jordan So does the CDC need to sit this one out too? You dems are dumber than dirt!
1393265058541604869,"Philadelphia, PA",2021-05-14,43,6,The CDC says it’s my turn on the Xbox
1396774953521922055,"Asheville, NC",2021-05-24,1,0,@Edgy_Mystic13 @thicker @wcax FACTS: Vaccines are safe. Vaccines are effective at strengthening the immune system. Hydroxychloroquine has NOT been shown to be effective in large controlled studies. Death rate from vaccines: ~0.0017%. COVID-19 ~1.8%. You're really bad at being smart.
1397939818420637700,"Ohio, USA",2021-05-27,0,0,"Hypothetical: So let's imagine investigations find definitive proof that Covid-19 not only came from a lab where it was under study, but was engineered there. Okay, now what? Sanction China? US still got owned by the virus because of government incompetence and citizen ignorance."
1394954231287799815,"Texas, USA",2021-05-19,681,288,"CDC said that only 6% of CVdeaths were from CV alone-94% had an avg of 2 comorbidities.
They've now changed it AGAIN to 5% + FOUR comorbidities for 95%.
=5% of 568K is 28.4K USA CV19 deaths in 15mos.
~3,300 ppl die /DAY in AUTO ACCIDENTS
=52X more likely to die from auto accident"
1392995228248772608,"Fresno-Madera-Visalia, CA",2021-05-14,52221,24087,"UPDATE: If you are fully vaccinated against #COVID19, you can resume activities without wearing a mask or staying 6 feet apart, except where required by federal, state, local, tribal or territorial laws, incl. local business and workplace guidance. More: https://t.co/FJMon7WlFO"
