tweet_id,location,date,likes,retweets,text
1319664720257843200,"Columbus, GA",2020-10-23,230,59,"good morning ☀️ just a friendly reminder tO STAY THE FXCK HOME before we have to call an emergency state crisis bc we are legit running out of beds at the hospitals. the partying can literally wait, your family’s health matters most. and mask the f up. 

thank you :)"
1318711028889325569,"Omaha, NE",2020-10-21,3185,1516,Yet again Dems block billions in coronavirus relief to help small businesses &amp; their workers stay on payroll. The popular+ bipartisan Paycheck Protection Program should be something we can all agree on &amp; yet Dems blocked the bill to try to hurt Republicans in the election
1313178228312494081,"New Jersey, USA",2020-10-05,165,102,"Day after Trump took ride in airtight SUV with Secret Service, the CDC has issued new guidance warning that enclosed spaces with inadequate ventilation pose particular danger. https://t.co/JrQAhTbhZv"
1312792456606306305,"Los Angeles, CA",2020-10-04,5138,1174,"Trump is now also on Dexamethasone according to Dr. Conley, which is given to improve the chances of patients who become very sick a from COVID infection &amp; require some kind of breathing assistance. We are still being lied to brazenly. Trump is a literally sick &amp; desperate man."
1317819745383612416,"Hampton, VA",2020-10-18,0,0,Feeling desperate are you? https://t.co/pVVQQFmYo6
1316848756747366400,"Arnold, MD",2020-10-15,57402,12769,"The fact is that Donald Trump has no plan for this.

@JoeBiden does. 

https://t.co/JSx3WOS9sB"
1318549244828069890,"Wontierioniasiopolis, MS",2020-10-20,696,406,To achieve herd immunity through natural infection would mean more Americans killed by Covid in a year than were killed in all of the wars of the 20th century. https://t.co/zdqC1HKWbg
1314563133894258690,"Florida, USA",2020-10-09,13515,6901,Did The WHO Just (Accidentally) Confirm COVID Is No More Dangerous Than Flu? | Zero Hedge https://t.co/b5zfffiYAd
1317995382975156225,"Baltimore, MD",2020-10-19,1240,769,"I worked on this story about the devastating impact the pandemic has had on one Columbus family.  The parents go days without eating to make sure their girls have food, and constantly juggle expenses to pay for internet so they can virtually learn. https://t.co/gzi3ClhjuQ"
1312208999949856768,"San Francisco, CA",2020-10-03,4350,1104,"Trump is now being painted by the right as some Jesus-like sacrificial hero for being infected and “doing it for us”. 

I can’t. I just can’t. #COVID19 #TrumpHasCovid https://t.co/WMlGIpH5wb"
1316957290277277697,"El Paso, TX",2020-10-16,7,3,"When you know people who have died from #COVID19 , it gets personal. 🙁 Help those around you - wear a #mask 😷, practice personal hygiene and physically distance, etc. https://t.co/WIe33ZFWbM"
