location,date,likes,retweets,text
"New Jersey, USA",2021-06-25,11331,1451,"For the first time since July 30, 2020 there were ZERO reported in-hospital COVID deaths in New Jersey yesterday.
 
There’s only one way to make sure we have more days like yesterday: Get vaccinated."
"Jonesboro, Ga",2021-06-22,1,0,"""Children should not be vaccinated for the moment. There is not yet enough evidence on the use of vaccines against COVID-19 in children to make recommendations for children to be vaccinated against COVID-19"" https://t.co/p8ssWZVFF3"
"Cincinnati, OH",2021-06-03,0,0,"More evidence that Sars-CoV-2 mRNA vaccines produce a stronger antibody response than natural immunity. This stronger response makes it less likely variants form. #COVID19 #VaccinesWork #mrnavaccine #GetVaccinated 
https://t.co/RVDN4z68hB"
"Washington, DC",2021-06-24,2144,420,"Sens. Schumer and Warren, along with Reps. Pressley and Courtney, led 60 other Democratic colleagues in sending a letter to President Biden, urging him to extend the student-loan payment pause until March 31, 2022, or until the economy returns to pre-pandemic employment levels."
"Wyoming, USA",2021-06-18,0,0,"@Tyler_Lindholm @SheridanWYDems @RepThomasMassie Does look like previously infected folks have pretty robust immunity so far to covid. 

https://t.co/OS2q2epLtx"
"Chicago, IL",2021-06-20,6481,2357,You mean the exact fucking situation epidemiologists were saying would happen if everything opened too soon? https://t.co/7RssXEh31v
"Kansas, USA",2021-06-04,2103,834,"In newly FOIA'd emails, there are at least two instances of Fauci sending colleagues a paper about ""gain of function"" research potentially being relevant to COVID. Back when mentioning this prospect got you banned from social media and labeled a conspiracy theorist https://t.co/2anDbJK9MI"
"Newport Beach, CA",2021-06-20,1,0,Predictable to hear from one who holds her populace in contempt. https://t.co/Lq0j117vmr
"Ohio, USA",2021-06-10,0,0,"#COVID19 6/10
World: 174,528,205 cases/3,763,835 dead
US: 33,418,788 cases/598,456 dead
BRAZIL: 17,122,877 cases/479,515 dead
NY: 2,160,770 cases/53,799 dead
NYC: 951,583 cases/33,322 dead
OH: 1,106,064 cases/20,009 dead
Cuy. Cty: 115K+? cases/2,194 dead

GET SMART! #WearAMask"
"Rehoboth Beach, DE",2021-06-27,0,0,LFG https://t.co/0vgIE9ONN0
"Albuquerque, NM",2021-06-06,0,0,"@DavidMunsonm @JonStee52721398 @charliekirk11 Did you not even click on my link? Dude, it's a 7 page PDF. Do you want me to type out the whole think? That's what links are for haha it's all there for you. This specific link is from the Pfizer vaccine, but I gave you the link to all 3 already :) https://t.co/BwHhBXtUts https://t.co/tRr3mmsbsc"
"Spokane, WA",2021-06-18,94,30,CDC Director Dr. Rochelle Walensky said she anticipates the Delta variant first identified in India will be “the predominant variant in the months ahead” in the US. https://t.co/z84AwuIaxD https://t.co/hVVhQnPnNC
"North Carolina, USA",2021-06-12,0,0,@newsmax How sad.  People just seem to be angry.  Is this a pandemic syndrome?
"Illinois, USA",2021-06-04,52,72,"Dr. Peter McCullough on Real America with host Dan Ball to discuss breaking development of COVID-19 vaccine-induced myocarditis. This is heart inflammation due to the Wuhan Spike protein... two weeks after vaccination. @cov19treatments

Watch on Rumble:
https://t.co/PyVaxhxD3n"
"Oregon, USA",2021-06-12,159,69,@pescara121 @DrEricDing We currently have an outbreak of the Delta Variant at the foothill medical centre. 22 patients &amp; staff. 11 of whom were fully vaccinated outside of 14 day window. Severity of symptoms should be noted. https://t.co/GVSY44vZ1G
"Vero Beach, Fl",2021-06-22,7816,1464,Republican wants you to remember that gas prices were lower during a pandemic (when no one was traveling) that the Republican former president mismanaged. https://t.co/o5QgdChKSV
"Boston, MA",2021-06-30,4,2,Get the safe and free #COVID19 vaccine and you can be eligible to win $1M or a college scholarship. You can register starting TOMORROW! Learn more about the Massachusetts #VaxMillions Giveaway: https://t.co/R2D4CMlj17 https://t.co/efOkO0DCnS
"columbia, sc",2021-06-16,5094,1284,"Trying to decided whether vaccines are safe and effective?

You could look to the 96% of doctors who got vaccinated

Or you could listen to some random dude on the internet who is sure these vaccines cause your toes to fall off and is selling his self-published book to prove it https://t.co/eoIss6NDBn"
"Reno, NV",2021-06-06,225,97,"U would think with the devastating pandemic we just endured here in America, the number of deaths would surpass the preceding years correct ?

CDC total deaths by year:

2017- 2,813,503
2018- 2,839,205
2019- 2,794,146

1/2020- 11/2020
2,533,214

Don’t buy into the Fear,
Discern."
"Buffalo, NY",2021-06-09,2,0,"My passion project is raising my children, I guess. Lots of personal development here—therapy, anxiety meds, ADHD diagnosis...! https://t.co/S9qjJXJKuJ"
"Orlando, FL",2021-06-13,1,0,"@Liger313_ I listened to their records on repeat for years, but never made the time to see them live. After Chester's passing, and especially after Covid, I'm determined to see all of my favorite artists live at least once so I don't end up regretting those lost opportunities, either."
"St Louis, MO",2021-06-18,0,0,"VP Kamala Harris: ""Virtually every person who is in the hospital right now sick with COVID-19 ... is unvaccinated."" https://t.co/d3ibX2hqjt"
"New Hampshire, USA",2021-06-14,28,11,"New Hampshire's commercial fishermen told me how dangerous it can be for them to wear a mask while doing their job. So I pushed @CDCgov to change their guidance, and now fully vaccinated fishermen don’t need to wear a mask outdoors.
https://t.co/v9M1FgnIN2"
"Portland, OR",2021-06-21,99,36,"‘Macron might not make it to the second round in the presidential vote. His obsessive Europeanist ideology and the inept management of Covid remind voters that his presidency has been a complete failure.’

✍️ Jonathan Miller

https://t.co/b4xqrpnLBv"
"Atlanta, GA",2021-06-17,0,0,COVID grants for Georgia elections funded drop boxes and supplies https://t.co/BDknDd3irz
"Houston, TX",2021-06-14,2667,1164,"TN UNEMPLOYMENT: Only 3% of the jobs posted on Tennessee's website pay $20,000 or more. The federal poverty line for a family of three is just under $22,000. https://t.co/X5grnejrl1"
"Irvine, CA",2021-06-29,10032,3157,"Daily Reminder: Jen Psaki thinks you're stupid

Her response to the crime epidemic sweeping America—the one responsible for countless deaths—was ""well Republicans voted to defund the police""

She's a liar. Neither she nor this administration should be allowed to get away with it."
"Wadena, MN",2021-06-25,0,0,"Minnesota Gov. Tim Walz to end COVID peacetime emergency, executive powers on Aug. 1 https://t.co/eZDXPxBg8r"
"Port St Lucie, FL",2021-06-03,0,0,@tallgrasswalker @hrkbenowen You are wrong - I believe he started a study with the Chinese in Wuhan during the Obama administration. And the U.S. funded it or at least part of it.
"South Carolina, USA",2021-06-10,0,0,"@Cwattsup_ @AndrewPrine1 @JohnsHopkins Maybe this will help explain things…

https://t.co/jWeiC7YvfF"
"Denver, CO",2021-06-24,2,0,"Rose Youth Foundation recently granted $60,000 to two nonprofits and a school district working to close the achievement gap and address COVID-exacerbated inequities at the elementary level.

@Glowmundo, @IHDFboulderco &amp; @WPSNewsNow.

#EducationalEquity

https://t.co/q7WpEhabFr"
"Albuquerque, NM",2021-06-26,1281,102,"MARC LAFOND, 79, of Kankakee, Illinois, died of COVID on Jan. 23, 2021. 

""He was my Dads big brother ( on the right in the photo) who loved his only daughter, motorcycles, motorcycle mags and motorcycle races. It still puts tears in my eyes to think of him leaving us like this."" https://t.co/i00qGVi7qg"
"Lynwood, CA",2021-06-23,2,0,Pandemic P 😹 https://t.co/J7wNaBLIxP
"California, USA",2021-06-13,15333,989,"16/ w/ his boss &amp; hospitals, begging someone to help us. It feels like people r already forgetting. Like the 24hr news cycle. This pandemic has highlighted so many problems but it seems like our first instinct is to forget instead of change. It's easier. But if we can't change..."
"Dar Salaam, NE",2021-06-14,340,57,A new book written by one of President Joe Biden's top coronavirus advisers suggests Dr. Deborah Birx hoped former President Donald Trump would lose the 2020 presidential election https://t.co/8D3UeLrEFo
"Minnesota, USA",2021-06-18,1,0,"@CopyrightLibn Yeah, I only commented because well I am on 3 weeks of swimming again after taking all of COVID off and getting back into the groove myself.

Most of the time my head is up out of the water as I am taking it slow."
"Buckeye, AZ",2021-06-04,948,227,Reminder of how they lied: Health officials: No COVID-19 cases traced back to July 3 event at Mount Rushmore https://t.co/awsRRonIka via @billingsgazette
"Chandler, AZ",2021-06-18,1280,242,"The NY Times allowed some Covid reality to be published this morning

“The biggest risk to your child’s health today almost certainly is not Covid. It’s more likely to be an activity that you have long decided is acceptable — like swimming, riding a bicycle or traveling in a car”"
"Cleveland, Ohio, USA",2021-06-02,0,0,"Ohio has had 1,102,890 total cases of COVID-19, the Ohio Department of Health reported June 2. The number of reported cases increased by 334 from June 1, below the state's 21-day average of 748. https://t.co/4pIPKZcJ8E"
"New York, NY",2021-06-09,38886,13410,"Great news!  Cleveland clinic study of 52,238 employees shows unvaccinated people who have had COVID 19 have no difference in re-infection rate than people who had COVID 19 and who took the vaccine."
"Illinois, USA",2021-06-30,13,5,Any day is a good day to get vaccinated. https://t.co/RTVSOhW4X0
"Washington, DC",2021-06-14,28,8,"British Prime Minister Boris Johnson has delayed the planned lifting of England's remaining coronavirus restrictions for up to four weeks, meaning lockdown measures could stay in place until July 19. https://t.co/pi9edzvi7r"
"Moss Bluff, LA",2021-06-17,1536,158,"JACQUES MCCONICO, 49, of Alabama, died of COVID-19 on June 16, 2020.

She logged extra hours at the nursing home where she worked as the pandemic escalated. 

“And I was … just crying out to God to save my daughter... “She said, 'Mom, I can't breathe.'”

https://t.co/xwndbmc2S6 https://t.co/Cj8MJ7C7BP"
"San Diego, CA",2021-06-11,0,0,"That brought the cumulative case total during the pandemic to 281,051, and the death toll to 3,766. https://t.co/WJO6IEUM24"
"Frisco, TX",2021-06-27,441,266,"Yes, Covid was their Smokescreen , Just like Trump Said, in order to rig the election! https://t.co/uaFiy6vGAH"
"Dallas, Texas, USA",2021-06-28,4564,468,"My oldest daughter was admitted to the hospital with low b/p, O2 sats at 79%. She as well tested positive for covid. Please say a prayer for her. She’s only 20."
"Washington, DC",2021-06-14,0,0,"¿Por qué el G7 quiere compartir con el mundo vacunas contra el Covid-19?
https://t.co/Xwu1xWQ0K7"
"West Coast, USA",2021-06-05,12,1,"@RoyalCaribbean No thank you. 
Pre COVID I averaged 3 cruises a year with you. I am very disappointed with your vaccination stance, I will not be cruising on #royalcovidcaribbean shameful."
"Los Angeles, CA",2021-06-22,4876,3053,"Good news is the vaccines are currently effective against the delta variant, but the bad news is they won't be for long if more people don't get fully vaccinated. Doubtful I have any followers who aren't already vaccinated/planning to, but if any of you are on the fence, GO NOW!! https://t.co/Gzd9iGtkZn"
"Michigan, USA, Florida, USA",2021-06-22,220,90,"Pelosi guilty of 'Soviet-style cover-up' of COVID-19 origins, says GOP lawmaker https://t.co/ryoMTVirqZ via @BIZPACReview"
"Burlington, NC",2021-06-14,0,0,@NC_Governor please remove your state of emergency on Covid. Much need health services are not being offered because of your order. #helpthesick
"Tucson, AZ",2021-06-26,207,32,"Or, I caught it because fuckin anti-maskers like this one REFUSE to wear a mask and proceed to cough all over me despite PPE and being vaccinated.

Meanwhile, I'm doing the BEST I can to provide the best care possible despite the fact these people have no regard for MY life. https://t.co/my8H0YkUWY"
"Kentucky, USA",2021-06-08,1947,514,"We got a vaccine for COVID in eight months, but no cure for cancer with billions of dollars over 50 years?"
"Tariffville, CT",2021-06-06,0,0,@EricMacramalla Covid restrictions lol. I'm in Connecticut
"Phoenix, AZ",2021-06-01,1,0,"When it comes to #employee mental health, many leaders believe a tsunami is coming where empathetic and compassionate considerations will need to be made for the #mentalhealth challenges brought on by the #pandemic. https://t.co/dKJITHOnjX @forbes #leadership"
"South Carolina, USA",2021-06-23,126,117,Hey 🇮🇷🇵🇸 Joey. Shame on you sending DrJill  She only got a laugh  You would have put the crowd in Hysterics 😂😂😂 Crowd laughs at Jill Biden as she promotes COVID shots https://t.co/M9VtCwdtGt
"Texas, USA",2021-06-24,136,36,"@GOPLeader Donald Trump to Bob Woodward on COVID-19: 

“I wanted to always play it [COVID-19] down. 
I still like playing it down.”
-March 19, 2020

He knew how dangerous COVID-19 was all along.
He lied to America.

https://t.co/SpOtFQvlnP"
"Washington, DC",2021-06-01,13,11,"NEW: FY’22 budget request proposes key investments in global health, pandemic preparedness &amp; conflict by increasing international funding in critical areas, putting the @UN &amp; multilateral partners at the center of the response. Full @PeterMYeo statement. https://t.co/qrnqGG4yFj"
"Washington, USA",2021-06-02,6158,2539,"URGENTE 

Agora eu quero ver!!

A Fox acaba de divulgar “Novo estudo revela sucesso da hidroxicloroquina como tratamento COVID”

https://t.co/pOYfamGHg2"
"Seattle, WA",2021-06-24,10,3,"Washington remains on track to fully reopen on June 30, but the prospects of an earlier start have diminished because COVID vaccination numbers as compiled by the federal government are not as high as thought.

https://t.co/hWSyilUY1E"
"Baltimore, Maryland",2021-06-26,1,0,@jemillerwbal Sounds good! Continue to protect the publc from Covid 19. But there are still too many liquor stores in the heart of the inner city. Spread them out or eliminate some. They cause a lotta loitering. Which can lead to a lotta group crime.
"Las Vegas, NV",2021-06-06,2,2,"You are irreplaceable!!!

Many have lost much during these uncertain times &amp; have feelings of #depression &amp; #anxiety, leading some to commit #suicide. While you can get more money &amp; things, you are irreplaceable!!!

#mentalhealth 🧠 #COVID19 #MedTwitter #ThinkBIGSundayWithMarsha https://t.co/4MqxstTKqT"
"New Rochelle, NY",2021-06-24,8,3,"I've written a guidebook, listing 26 things that civic leaders can do to help small businesses survive the pandemic. It's a free download. Please feel free to share the link. #ilsr https://t.co/Cajzderx2h"
"Maryville, TN",2021-06-06,0,0,🗣🗣🗣 https://t.co/bBmQB1weQm
"Hawaii, USA",2021-06-02,487,389,BREAKING: Fauci Sent Panicked Gain-of-Function E-mails to Staff in Early COVID Days. https://t.co/08TaVGmk1c
"Westmont, IL",2021-06-12,0,0,@DRSAMIRGEAGEA @saadhariri @walidjoumblatt @LebarmyOfficial @nadimgemayel @sleimanfrangieh @MTVLebanonNews @mtvlebanon @LebISF @LBpresidency @DGSG_Security @LebaneseKataeb @CivilDefenseLB @RedCrossLebanon @lebanondebate @wiamwahhab @LFofficialpage @General_Aoun @Gebran_Bassil https://t.co/hucfnB35Pt
" Phenix City, AL",2021-06-29,0,0,All we had cause ESPN was tripping on the Last Dance https://t.co/dSf3xtfjN8
"Beverly Hills, CA",2021-06-01,0,0,"Beltway Insider: Biden/Wuhan, China Threat, COVID/Vaccine Totals, Gun Violence, Memorial Day, USPS https://t.co/1ynHMGgQGP"
"Stockdale, TX",2021-06-04,10,0,I swear this pandemic made women out here finally realize  their worth and to not put up with bull shit from anybody.... and I’m living for it. See so many leaving toxic relationships and doing their thing. Love to see it.
"New York, NY",2021-06-09,2,1,I have always received super quick solutions from @NYCMayor office for the COVID efforts. It's fantastic to see his efforts in building NYC to be the hub of Life Science industries and it's fantastic to live and work in the sector right now! #NYC #newyork https://t.co/Hr5R1rPiht
"Texas, USA",2021-06-29,124,40,"CNN’s @ChrisCuomo Says Trump Called COVID-19 A ‘Hoax’
https://t.co/45nXOrZQid

CNN Fact Check: Biden Ad Misleadingly Suggests Trump Called Covid-19 A ‘Hoax’
https://t.co/VyqfwOVrSb
#RobeRage
#FactsForBreakfast
#FakeNews
#ChrisCuomo
#TrumpDerangementSyndrome
#WeveGotACountryToSave https://t.co/4L90E4hjq3"
"Menlo Park, CA",2021-06-03,4,2,We're delighted to share that the @CDCDiabetes has awarded First Mile Care the coveted Certificate of CDC Full Recognition for our #Diabetes Prevention Program (#DPP). Learn more from our Founder &amp; CEO @kpronn https://t.co/q09s4X8gCD https://t.co/CcV5nHa0FJ
"Brooklyn, NY",2021-06-15,6,4,"America's gun violence epidemic isn't about statistics. It's about kids just like yours. Let's stop the epidemic. Let's work together to #EndGunViolence 

Text ENOUGH to 644-33 to join in https://t.co/GAOIf0wwhG"
"California, USA",2021-06-02,751,197,https://t.co/oZDSMuhS17
"Hudson Valley, NY",2021-06-07,3566,466,West Virginia is giving out guns to incentivize people to get the COVID vaccine because nothing says “I care about the lives of people around me” like refusing to get vaccinated unless you’re gifted a murder weapon.
"Tennessee, USA",2021-06-30,1329,117,"DANNY HARRIS, 60, of Ocala, Florida, died of COVID on June 12, 2021. 

""He was a loving father to their three children. He loved to pull elaborate pranks on the kids especially at Halloween.""

https://t.co/PsrVhYgljF https://t.co/vGaBa0WF4t"
"North Carolina, USA",2021-06-15,0,0,an epidemic filtered in black and off color.
"Denver, CO via Tulsa, OK",2021-06-11,664,161,"New York Times wins Pulitzer Prize for public service for coverage of COVID-19. AP awarded two Pulitzer Prizes for photography. 

https://t.co/hrdpPNIzmH"
"Florida, USA",2021-06-02,0,0,Anthony Fauci’s Emails Reveal The Pressure That Fell On One Man https://t.co/hQEywQ2K4G
"Johnson City, TN",2021-06-26,0,0,"@RepHarshbarger @CarlHigbie All of the Covid deaths are from the unvaccinated, and they got it from the unvaccinated. 🙄 Way to kill off town base perpetuating a false narrative, Swamp Snake. Shame, Shame, SHAME! #CancelTrumpism"
"Altadena, CA",2021-06-10,0,0,Pride Celebration To Be Hosted By St. Matthew's | Candlelight Memorial For OC Coronavirus Victims | Sidewalk Encampment Ban | Patch Now https://t.co/vFyzs7wytT
"Texas, USA",2021-06-02,175,63,10) I worry it is also happening in Brazil’s neighboring countries like Uruguay too… https://t.co/evI78Trpo8
"Brooklyn, NY",2021-06-19,14,7,"This Sunday, for some casual co-working and friendly hanging out, come by @wondervillenyc from noon to 5. This is the first IRL Arcade Co-op since lockdown, and I'm excited to see people again and share space while we make cool stuff happen! https://t.co/GjrKLAa35x"
"Oakland, CA",2021-06-04,1,0,"@GaryandShannon @GavinNewsom I manage a high-volume retail business; Cal OSHA came to the table with standards almost a YEAR into the pandemic. We were left to fend for ourselves beforehand, and now they are layering businesses with bureaucratic-heavy standards, when we are all just sort of exhausted."
"Temecula, CA",2021-06-15,333,186,"*Damning* footage from inside Wuhan lab leaked.🔻
https://t.co/UJJdwCXcOX"
"Texas, USA",2021-06-17,1,0,"@POTUS Lol yeah or it’s a result of the pandemic getting under control thanks to President Trump’s operation warp speed developing a vaccine. 

Now go get your pudding."
"Salem, OR",2021-06-24,0,0,😳🤔 https://t.co/ZX4dTGQ36e
"Portland, OR",2021-06-22,398,466,"During a pandemic, we came together, organized our communities, and turned out in record numbers last fall. Now the GOP is trying - and succeeding! - to rig the voting rules to silence us.

Call your Senator and tell them to support the For The People Act: (855) 249-6462 https://t.co/5UJi3MQ3Ix"
"Cambridge, MA",2021-06-29,12,2,"2/ The lab-escape claim was first proposed as an info-virus designed to obscure the failure of the Trump administration in spring 2020, and to ramp up tension between the US and China. It has moved on from there, but remains a theory with a purpose..."
"Tucson, AZ",2021-06-14,0,0,"Well, there's a real head-scratcher... 

#VaxToWin https://t.co/eqGwhowG4s"
"North Carolina, USA",2021-06-07,1083,933,"Sarawak giving a middle finger to @JKJAVMY. 

Soviet Sarawak! Ooooohahahahaha https://t.co/myZH4KhvcL"
"Jenks, OK",2021-06-08,20,11,"On this date in 1974, an outbreak of tornadoes and flash flooding struck E #OKwx and NW #ARwx. In all there were 18 fatalities (16 from tornadoes and 2 from flooding), more than 300 injuries. https://t.co/FEW24eCKk8"
"Thousand Oaks, CA",2021-06-28,113,49,"While this settlement is a significant step forward, particularly as it bans the marketing strategies JUUL used to target kids, we need additional action by the FDA to ban flavors, ban high-nicotine e-cigarettes, and ban products that fueled the epidemic. https://t.co/xR1wbG9PRL"
"Dallas, Texas, USA",2021-06-09,1996,716,"Mark your calendar for September! The #COVID19 vaccines may be available in the fall for U.S. children as young as 6 months. Pfizer and Moderna are testing their vaccines in children &lt;12 years—results expected in hand for children aged 5-11 by September.🤞🏼
https://t.co/2aF2uNtNWw"
"Orange County, CA",2021-06-14,1,0,"@matthewlee7 why stop with COVID - let's eliminate all risks 🤷‍♂️
https://t.co/yuMj9z7QbI"
"19 North Square, Boston, MA",2021-06-25,2,0,Proud to be partner in this beneficial program! #CardToCulture #PowerOfCulture https://t.co/EGbrUCWJ20
"Washington, DC",2021-06-29,0,0,"1,312 new #COVID19 patients and 11 died in last 24 hours in Myanmar. Myanmar is in CHAOS with Covid and Coup.  #June29Coup #MilkTeaAlliance #WhatsHappeningInMyanmar https://t.co/xLCLx4WEUp"
"San Leandro, CA",2021-06-07,0,1,"COVID-19 Emergency Residential Rent Relief Announcement

Link: https://t.co/LoWyRGowlD https://t.co/nwTYvU2hF4"
"New York, NY",2021-06-14,29,14,"Hometown Heroes Parade: NYC to host ticker-tape parade for COVID-19 front-line workers on July 7

https://t.co/ICXACjE9HM https://t.co/0X6sMplcFi"
"Stockton, CA",2021-06-29,47,6,it was lock down the whole camp. my time will come @DBSelect @IAmTDowns @CoachColeSAC @FresnoStateFB @MorrellFresnoFB @Nodogsdown_JDW @ghaugii7 @Pick6Pickett @BThompson_BT @BrandonHuffman https://t.co/KYK5DeD8M6
"Minang/Mineng country, WA",2021-06-29,140,13,"Thank you to the 14,989 people who came forward yesterday for a COVID-19 test. 🦾

Testing is one of the most important weapons we have to stop the spread - please keep it up.

Find your nearest testing clinic here: https://t.co/75ArQ9dyfk 

#covid19 https://t.co/llgOGq6vuR"
"Boynton Beach, FL",2021-06-20,0,0,How is she allowed anywhere? https://t.co/HDEMu11q1g
"Ohio, USA",2021-06-30,72062,19339,We ran out of prison slaves to put out the climate change wildfires because of the pandemic https://t.co/gBVrAUmzJk
"Austin, TX",2021-06-11,0,0,"Don't miss this week’s ep of Technically 200, where Drs. Joanelle Bailey (Surgeon, @penn) and Nevette Bailey (Software Engineer, @etsy) discuss everything from navigating pregnancy during a pandemic to dismantling systemic racism.

TUNE IN!

#blackexcellence #MomsinSTEM https://t.co/0MvGVhpXSq"
"Indiana, USA",2021-06-17,51,1,This sort of thing is honestly mind-boggling. https://t.co/ceD0P5dbuk
"Boston, MA",2021-06-16,1,0,CBAR was formed during the #AIDS epidemic and now is doing work for this new epidemic with our #COVID19 studies. https://t.co/vr8A7wR0LG
"Texas, USA",2021-06-12,50,29,China reports 35 new coronavirus cases on June 11 vs 22 day earlier https://t.co/8wMMNgzcB9 https://t.co/jAQmNZUdcp
"Eagle, Idaho",2021-06-04,102,39,"""Why did Dr. Fauci's exact methodologies end up being utilized to develop the Covid 19 at a weapons laboratory in Wuhan, China? And why did Fauci send millions directly to the development of Covid 19 at a weapons laboratory in Wuhan, China?"" Obama hired Fauci."
"Las Vegas, NV",2021-06-14,0,0,"Speaker of the House Nancy Pelosi, and her colleagues https://t.co/DFQbpPrD0e"
"Naples, FL",2021-06-20,122,126,“CDC Senior Scientist and Whistleblower: 'We trashed data showing vaccine-autism link in African-American boys’ ”- 😈 https://t.co/7RkiXZOirp
"Carson, CA",2021-06-15,0,0,thinking of when Katie wasnt in my debut BC she had covid
"Charlotte, NC",2021-06-10,20,5,"""The bottom line: Restaurants still need our support, and more than ever customer-facing staff need our patience. Be nice, and tip well."" Nice piece today @_naomipaige 

https://t.co/TtUoFI8Cc8"
"Arizona, USA",2021-06-28,152,39,"There's way too many false positives to decode the statistics. You get used to it, though. Your brain does the translating. I don't even see the curve. All I see is lockdown, fearmongering, new variants.

Hey, uh, you want some green tea? 🍵 https://t.co/8bMQY93wwb"
"San Diego, California",2021-06-24,14,3,"#Turkey is running one of the fastest #covid vaccination programs in the world with more than one million doses daily. Those who are above the age of 18 are eligible. Celebrities like @DrOz appear on commercials to encourage ppl to get vaccinated. 🇹🇷🧿

 https://t.co/3im8fzLMzJ"
"Grambling, LA",2021-06-27,215938,11215,"Got a covid test this morning and said to the nurse ""sorry I'm deaf I can't hear you"" and she went ""no you're not"" so guess I can hear now"
"Colorado Springs, CO",2021-06-20,577,276,Heart Problems In Teens Following COVID Vaccines https://t.co/ZDLVLqxic3
"Smyrna, TN",2021-06-03,6967,3682,"More blood on fauci’s hands. Hydoxy works. Any body else hate what this guy did to America?  Look carefully at his hands. 

Fauci Ignored Physicist Claiming Two Drugs Could Help Fight Coronavirus https://t.co/LTnCyoC97S via @BreitbartNews"
"Cypress, Texas",2021-06-02,0,0,@thevivafrei I know there are risks and side effects for all medical treatments. But the actual Covid risks for teens isn't great. This is why I'm hesitant to get my daughter (13) and my sone (16) vaccinated.
"Texas, USA",2021-06-28,2,1,"""This is not only orchestrated evil, it’s also intellectually insulting"" Quote of the day! https://t.co/edm12s54Ik"
"Virginia, USA",2021-06-29,0,0,"Delta variant is forcing officials to rethink Covid-19 measures, even for the vaccinated

https://t.co/FFetGYDP2H"
"Cambridge, MA",2021-06-05,179,64,NYC parents please RT if you want this implemented at your school too! https://t.co/N3rBZlVvBD
"Pico Rivera, California",2021-06-21,3,1,"From @CAPublicHealth 
It's that easy! Access and keep a #DigitalCopy of your #COVID19 vaccine record on your phone. Enter your name, date of birth, phone/email associated with your vaccine record, and that's it. Go to https://t.co/y37P0lFJkB for more information. #VaccinateAll58 https://t.co/jZgGUVYPRn"
"Sacramento, CA",2021-06-09,1,0,"@notibid @MarvelousYoung @susanslusser Outdoors...circulating air makes a big difference in COVID transmission. I love that @susanslusser is covering my team, but the rest of the journalists covering COVID don’t seem to care about facts. It’s been difficult to trust any news source right or left."
