tweet_id,location,date,likes,retweets,text
1362584572899262470,"Prescott, AZ",2021-02-19,104,79,Wearing a clean mask is one of the best ways to help prevent the spread of #COVID19. Make sure you’re washing 🧼 it correctly using @CDCgov’s tips: https://t.co/Ujr9TLYIr6. https://t.co/ZPHqc08Fhv
1357528145126187009,"Massachusetts, USA",2021-02-05,87,41,"Researchers say the pandemic’s toll on health care workers will play out for years to come. For now, the impact can be measured in part by a surge of early retirements and the desperation of hospitals struggling to hire enough workers. https://t.co/jjilQRZA46 https://t.co/JwG77dBByz"
1362621078909124609,"Houston, TX",2021-02-19,60927,10709,Next week we go back to “normal” and that normal is still a fucking pandemic 😭😭
1364651177086910465,"Mānoa, Hawaii",2021-02-24,962,243,Fat people face staggering inequalities in healthcare that put us at high risk for severe symptoms and death from Covid. The vaccine will help protect us from Covid and medical fatphobia - don’t let anyone make you feel guilty for getting vaccinated as soon as you’re eligible.
1356645158666829825,"Minneapolis, MN",2021-02-02,7,7,"Despite the huge demand for the first doses of the COVID-19 vaccine, doctors at one Dallas hospital say they are stunned at the number of people not showing up for their just as important second dose.

https://t.co/J1hLj1imhw"
1359741153613086720,"College Station, TX",2021-02-11,81,21,.@USAmbMongolia &amp; Mrs. Klecheski finished recording their part of the Embassy's annual Tsagaan Sar greeting video yesterday. We are proud to continue our tradition of paying respect to 🇲🇳 culture while promoting @zasag_mn’s guidance on social distancing! #ЦахимЗолголт #Mongolia https://t.co/OUZj6R7ayh
1356859726282321921,"Nashville, Tennessee, USA",2021-02-03,878658,127251,life pre covid was so unsanitary if you actually think about it.
1361050921904582659,"Bloomington, IL",2021-02-14,1,0,"🙊💜 (BLUSH!)...Ooh La La!😘

Seriously tho, Cutest Couple EVER!💜💞🥰 https://t.co/ICZd2S2yTv"
1363648802213695488,"Davis, CA",2021-02-22,4256,1306,"~90% SUCCESS AGAINST TRANSMISSION—the newest Israel 🇮🇱 study shows the Pfizer/BioNTech vaccine is 89.4% against all lab confirmed infections—which show the vaccine may also prevent asymptomatic carriers from spreading the virus that causes #COVID19. 👏 
https://t.co/VLDFBfbo0Y"
1358256314057592834,"Westminster, CA",2021-02-07,34,4,Fuck you both. https://t.co/BbbqufltII
1362221253214486528,"Miami, FL",2021-02-18,0,0,They don’t even know how many shots are required???🙄🙄Oh God 🤦‍♂️🤦‍♂️ https://t.co/5aOIxwj7EC
1358578878030241794,"Tampa, FL",2021-02-08,0,0,#WearAMask https://t.co/rQIq3yCv3l
1356963508483670016,"Boston, MA",2021-02-03,3,1,La vacunación contra el Covid-19 desde la mirada de sus protagonistas | La Prensa Austral https://t.co/ISUeA2Uys7 #lpa a través de @laprensaustral / bendita sea! doña María Fidelia tiene 104 años y se vacuna!
1356908659628855296,"Salem, Oregon",2021-02-03,0,0,https://t.co/MJAXOKB1zh
1364419817818750976,"Massachusetts, USA",2021-02-24,25331,7896,"You name it, House and Senate Republicans are opposed to it:

COVID relief? Against it.
Student debt? That too.
Voting rights? They want to make it harder to vote.
Climate action? Nope.
Getting more people healthcare? Never.

What are they for? Nothing but themselves."
1357866116316622853,"Wichita, KS",2021-02-06,2,0,Watching the @FriendsU production of “Working: the Musical” from the comfort of home. #COVID19 https://t.co/NdK1B1pMyX
1357160954790838274,"Quincy, MA",2021-02-04,0,0,@POTUS Mr. President please seriously consider adopting Medicare for All for the duration of the pandemic. It would greatly simplify access to healthcare something that is desperately needed at this time. Thank you Mr. President best of luck sir.
1359008885319872512,"Dallas, TX",2021-02-09,377638,75562,I am very happy that I have successfully managed to avoid covid for a year but I am also exhausted from trying to avoid covid for a year
1365832507577438213,"SoCal, USA",2021-02-28,20180,5694,Every single Republican in Congress opposed sending people relief during the worst pandemic in a hundred years. Every one of them who had the chance voted for a $2.3 trillion tax break for the wealthy 4 years ago.
1356061621584539650,"Los Angeles, CA",2021-02-01,1,1,"I got my 2nd COVID vaccine today - please get yours as soon as you can. #thisisourshot @ Noblesville, Indiana https://t.co/5tbK8KTnkl"
1362826141451444224,"Tucson, AZ",2021-02-19,3,4,What are the most common side effects from COVID vaccines? Here’s what the CDC says https://t.co/5BAhE7DTpE
1358155625893662721,"Tennessee, USA",2021-02-06,111,64,"RECORD-HIGH 203 deaths in Tennessee reported yesterday. 😷 

🇺🇸 also just had the deadliest day yet with 5227. 
https://t.co/HA2zVAG0iG"
1356398700528996352,"San Diego, CA",2021-02-02,30,4,Having allergies during a global pandemic .... seems like it should be illegal
1365846048808271877,"Layton, Utah",2021-02-28,125,65,"#Utah media, please see the attached statement concerning #COVID19 vaccine appointments scheduled through VaccinateUtah https://t.co/PzdheOCTaS"
1364659731588128773,"Philadelphia, PA",2021-02-24,155108,42312,"Y’all won’t wear masks correctly. Y’all won’t double mask. Y’all won’t get tested. Y’all won’t social distance. Y’all won’t stop country hopping. Y’all  won’t get vaccines. 

HOW you think we’ll be covid free by summer is beyond me 😂"
1363930999214776324,"New York, USA",2021-02-22,125778,16005,"If there’s one message I want to cut through to everyone in this country, it’s this: The vaccines are safe.

For yourself, your family, your community, our country — take the vaccine when it’s your turn and available. That’s how we’ll beat this pandemic."
1361331523794980870,"New York, USA",2021-02-15,8764,1491,This aged well. https://t.co/kv5b2lDcoU
1360247203667861509,"Austin, Texas",2021-02-12,4,1,"With case numbers increasing and the # of available hospital beds shrinking, Texans need better leadership in this pandemic. This session I join my fellow House Dems in fighting to slow transmission, improve vaccine rollout and help our economy recover. #TexansFightBack #txlege https://t.co/6Yc7FIaOjk"
1364345625932820481,"Los Angeles, CA",2021-02-23,5264,1556,"4 American deaths in Benghazi.

GOP outrage.

16 investigations.

COVID deaths?

500,000.

No GOP outrage, no investigations.

Craven assholes.

#TrumpCrimeFamily #FireFauci Ron Paul Clarence Thomas Welfare Ben Carson Schlapp David Perdue Jesusland Horrified Naomi Wolf Powell https://t.co/EnY62fWSjh"
1363687973233942530,"Simi Valley, CA",2021-02-22,0,0,Kids represent a small fraction of overall COVID-19 deaths in the US but 75% of them are children of color https://t.co/Izk9zuPfNu
1357743382395637760,"Florida, USA",2021-02-05,8112,1286,"Matt Gaetz is a real patriot. He took a Holocaust denier as his guest to the State of the Union, belittled and lied about a pandemic that killed hundreds of thousands, and told lies that led to a terror attack on the United States Capitol building. But sure, say the pledge, bud. https://t.co/AklTnEENT9"
1364966924363436035,"Philadelphia, PA",2021-02-25,0,0,@not_thefake_STV @Los_Say_gosh If you told your 2019-selves about COVID or this Rolling Stones headline which would be more unbelievable?
1363923414751318020,"West Milford, NJ",2021-02-22,1,0,"I just signed up for #DrB, the national COVID-19 vaccine standby list. Anyone can join at https://t.co/6xnVJxa3Gw, so get in line and pass it on! https://t.co/yGs8bYSk3b"
1357784348657938437,"Detroit, MI",2021-02-05,3,0,❤️ #LGRW https://t.co/RgaznG2PRf
1362662099432923140,"Illinois, USA",2021-02-19,7294,3814,SHOCK IN CHICAGO: Mayor Reportedly Used $281M in CoVID Relief Cash to Pay Underfunded Police Dept. https://t.co/Syk3MAssQ1
1364633323201437700,"Seattle, WA",2021-02-24,0,0,"As we hit over 500,000 dead-important to not #FormerGuy more interested in Stock Market $ than people #GOPVirus https://t.co/oH72exM89C"
1361181957997154305,"Dallas, TX",2021-02-15,0,0,@_1Dean Stay yo ass home
1361820737099587586,"Albuquerque, NM",2021-02-16,59,59,"Have you received pandemic relief for your #smallbiz but are unsure if you're eligible for other programs?🤔

This matrix can help!😃

It includes a summary of criteria that must be met when considering different funding options.

👉 Also available at:  https://t.co/f0Lvzcenwh https://t.co/qndXUQWW7q"
1362357620661698560,"Chicago, IL",2021-02-18,1,0,"Are people really more creative in difficult times?  When the COVID-19 pandemic is over, it will be the creative industries that help boost the world’s recovery—how do we know? History tells us so https://t.co/qK4yW33iRZ"
1364905033691770887,"Cape Coral, FL",2021-02-25,4609,920,Thank you @BarackObama for this message.  My daughter Jaime was murdered in the Parkland school shooting.  The urgency to deal with gun violence has never been greater.  I look forward to working with @POTUS @JoeBiden to start this work and to save lives. https://t.co/vdPXtKiU4S
1363539172636590081,"California, USA",2021-02-21,622,105,"If you’re still getting health advice from this guy, you might need to see a doctor. https://t.co/KIFOTGkknE"
1363928766708215808,"Florida, USA",2021-02-22,1,0,"On Feb. 19, Rep. @AOC stated that she supported a full investigation on New York Gov. Andrew #Cuomo and his handling of the #COVID19 outbreaks in #nursinghomes. https://t.co/OeFyH2hx6P"
1364698906039353348,"DeKalb, IL",2021-02-24,46103,7519,"The House will pass President Biden’s Covid relief bill on Friday, including $15 minimum wage. Help is on the way. Whether Republicans like it or not."
1364545603125002241,"Milwaukee, WI",2021-02-24,0,0,@donocoltovanton @PaulaHassall @realDailyWire All top five countries in Covid response have mask mandates with a consistent and very high level of  public participation. https://t.co/CuvYY9IIob
1364595856796745734,"New York, NY",2021-02-24,44,32,"Nearly half of our essential workers make less than $15 an hour. 

#RaiseTheWage https://t.co/dZmJILtupo"
1357945569000501249,"Dorchester, MA",2021-02-06,0,0,@TheLawGiraffe you can also literally have a second non anon account and just interact with different accounts and topics and shit and it's super weird. like the pandemic version of moving to a new town please end my suffering
1362952400189988865,"Michigan, USA",2021-02-20,684,250,"My latest for @theblaze -- Fauci has had no problem honoring Andrew Cuomo's pandemic leadership in public, yucking it up with him for publicity stunts, and has been a long-time Cuomo family friend. Yet he now decides to deflect as the Cuomo body count of NY elderly climbs. https://t.co/VhJVPtT2vp"
1360372890949062657,"Michigan, USA",2021-02-12,78,22,"“Theatre has a reputation of being a stuffy, elderly form of enjoyment… lockdown has given us an opportunity to see things differently.”

@The_Globe's Dr Margaret Casely-Hayford on the dynamism of outdoor theatre and how performances could work with social distancing

#Newsnight https://t.co/P2bVCr01Vk"
1358142189759459330,"California, USA",2021-02-06,4,0,I honestly don’t understand why employees are standing outside of the drive thru to take our orders now... is using the drive thru intercom not covid safe or something?
1361188276799946753,"Milwaukee, WI",2021-02-15,15,42,"@SaveH4EADs @VP Counting on your leadership on Urgent resolution of severe #H4EADdelays losing job &amp; livelihood in pandemic times with no fault of ours just because of @USCIS H4EAD processing delays.
Please take temporary action to combat this @VP @AliMayorkas @POTUS @CongressmanRaja @RepBonnie"
1360650641744539649,"Houston, TX",2021-02-13,21,10,"Thanks to @loiskolkhorst for filing SB 679, legislation to increase oversight of #pharmacy benefit managers and improve patient choice for Rx drugs. The bill helps protect TX patients &amp; their local pharmacies, which have proven so valuable during this pandemic! #txlege #PBMReform https://t.co/4eSygRnZ2Y"
1356305315898265602,"Clearwater, FL",2021-02-01,23,11,Immunological memory to SARS-CoV-2 assessed for greater than six months after infection https://t.co/lI5S7uNjSE Important science.
1361423826899243009,"California, USA",2021-02-15,11842,2316,"Today's episode of:  ""Yes, it really IS bipartisan...""

 https://t.co/WRN33ZS3Bp"
1356808646223491075,"La Crosse, Wisconsin",2021-02-03,0,0,"This year is worse for sales than last. Wuhan was locked down just two days before the Lunar New Year in 2020. By then, most Year of the Rat items had already been sold. https://t.co/VAGdbyyCT0"
1361860895975084032,"Manhattan, NY",2021-02-17,0,0,A Guide Jointly Developed by the Prayer and Action for Children and Global Network of Religions for Children (GNRC) Initiatives of Arigatou International to support advocacy efforts to respond to the COVID-19 pandemic and to keep children at the heart of…https://t.co/JVuLSE2M5K
1364301963911974913,"Massachusetts, USA",2021-02-23,1,0,@HalpernAlex @notdred I couldn't agree more. Why not let this run out until June so that we get all of the pilot testing and proper ventilation in place. We know 3 or 6 ft is just a recommendation and not an end all to covid. 3 feet with masks off at lunch doesn't do it for me.
1358449425320927232,"St Louis, MO",2021-02-07,43,5,$VPER https://t.co/LzAPyeRaoO
1365388181269606414,"Baltimore, MD",2021-02-26,577,119,"I think @GovLarryHogan has handled many aspects of the #covid19 response well.

Today's comment that Baltimore City has gotten more than we're ""really entitled to"" is out of bounds. Maryland should actually focus on vaccinating MORE vulnerable people.

https://t.co/hVt0Rw50wn"
1365027379706552324,"Virginia, USA",2021-02-25,0,0,@pulte I’ve been unemployed for almost a year now due to Covid. Please help me. I don’t qualify for unemployment. I have debt. I’ve been so depressed. I have constant suicidal thoughts due to different changing meds. I’m run down. I hope you see me. God bless. 🙏🏻
1365299752577949701,"New York, NY",2021-02-26,3,0,Join me at 11 am today for an important call on @POTUS to stop blocking an important initiative that could boost access to COVID19 vaccines &amp;!treatments around the world https://t.co/C31BtAUwT0
1365356705115160577,"San Francisco, California",2021-02-26,0,0,"The state of California has ended its coronavirus testing contract with Verily. The life sciences company, based in South San Francisco, is a subsidiary of Alphabet, the parent company of Google.

https://t.co/e8Z8hHQsiO"
1365398259901030403,"Racine, WI - Madison, WI",2021-02-26,0,0,Lift where you stand. Hmmm interesting thought for pandemic life
1357196953566605314,"Hawaii, USA",2021-02-04,1,1,@ZoeTillman Ummm fuck no @JennyCudd  plus being you’re self employed with a flower store in a pandemic this request is bullshit
1360634181538177026,"Florida, USA",2021-02-13,1250,666,Rise in pediatric proportion of Israel 🇮🇱 #COVID19 cases over 2020. Shows the fall/winter trend toward much more cases relatively in children. This data continues into January too. Many reports of relative pediatric surge in Israel continuing in Jan 2021. We need to watch this. https://t.co/s9Qe7nUsLJ
1364665756009570308,"Mayaguez, Puerto Rico",2021-02-24,81,90,"BREAKING: La Policía informa el hallazgo esta tarde, en una carretera de Morovis, de una caja, en cuyo interior había una nevera blanca con jeringuillas y una cajita con vacunas contra el #COVID19 de la marca Moderna. #PuertoRico https://t.co/8yYxnLrZcU"
1358997619402436614,"San Diego, CA",2021-02-09,8,1,"@RepMattGaetz That SO cute how you try it over and over again. You vote for tax cuts that benefits huge corporations and those above six figures but won’t increase minimum wage, make health affordable/accessible/obtainable, continue to infect more ppl with covid than approve relief $$"
1363968420048429056,"Van Buren, AR",2021-02-22,546,179,Don’t Forget Andrew Cuomo’s Other Coronavirus Victims https://t.co/DIHoOYYeok
1364271115820953601,"Reno, NV",2021-02-23,13242,3947,"In the middle of a pandemic, Joe Biden nominated Xavier Becerra to HHS. 

Becerra has no background in virology, he never worked at a pharmaceutical company, and his only health care experience is that he sued the Little Sisters of the Poor. https://t.co/L2GY9ydjvm"
1360847316039700480,"Brooklyn, NY",2021-02-14,2,0,LETS GOOOOOOO https://t.co/f2q6uO2Ybd
1358943972828217344,"Richmond, CA",2021-02-09,22,0,"My head hurts. My nose, eyes, roof of my mouth and right side of my jaw hurts. I’m getting a covid test at 7."
1357115180812034053,"Miami Beach, FL",2021-02-03,369,119,"The coronavirus pandemic IS NOT a Democrat or Republican issue.

It is an AMERICAN crisis.

We hope that Senate Republicans will STOP the obstruction and join Democrats in acting on behalf of the American people.

We MUST get this done.

WE WILL get this done. https://t.co/arKtfVoDDd"
1364043369085829120,"Chico, CA",2021-02-23,132125,7066,"I’m in the hospital with Covid. I am depressed, I am scared and I’m feeling very alone. I am asking for prayers no matter how big or small. I need hope, please, my Twitter friends. Thank you. ❤️"
1364756168485306368,"New York, NY",2021-02-25,1,1,They now have to answer to the  country. Not democrats. Good luck to them. No not really. https://t.co/J34qfSuhIg
1361016043435487237,"California, USA",2021-02-14,988,407,"For those w/ an attention span as short as the major media’s, Fauci’s now flip-flopped on every major Covid issue (and flip-flopped-flipped on two issues) https://t.co/jw3mMHsZmZ https://t.co/PUfUmodwr8"
1361048268503994370,"Boca Raton, Florida",2021-02-14,3,0,Click the link to listen to @drlaurie on the February 12 episode. https://t.co/LzbRarLeGo
1357747103125155840,"New Jersey, USA",2021-02-05,23502,2795,"WASHINGTON (AP) — Pentagon approves deployment of 1,000 active duty troops to help deliver COVID-19 shots, first to California next week."
1360769215045623809,"Oakland, CA",2021-02-14,6,1,Safari Park gorillas recover from coronavirus https://t.co/vS8kZOLd11
1365690721588695043,"Newark, NJ",2021-02-27,1,0,Tune In!!! Dr. Chris With All The Information We Need!! https://t.co/c97BkUMRJF
1356279823056990208,"Missouri, USA",2021-02-01,20,0,"Throwback to the time when I thought my 48 mini bags of Cheez-It would ""probably last through this Covid mess."""
1357880911598084097,"Missouri, USA",2021-02-06,123,90,"Wrap your head around this.

Georgia's Department of Public Health raided a medical clinic and took away its COVID-19 vaccines after they found out the clinic was giving the vaccine to teachers."
1361417195163512832,"Grandview Heights, Ohio",2021-02-15,5917,851,Here's our piece from last night. The good news is that it's not about the current pandemic. The bad news is that it's about the next one. We're back! https://t.co/ZFoF56f6JQ
1359617498937757696,"Tallahassee, FL",2021-02-10,1,0,@SonnyCrockett04 @jhaskinscabrera @MarcusBeam1 @Hold2LLC @snorman1776 @pulubuhu @AJKayWriter Especially of Covid range particulates.   L
1361292275075190784,"New York, NY",2021-02-15,0,0,UPDATE 1-India to ship COVID-19 vaccines to Canada as diplomatic tension eases $AZN https://t.co/xbTfcBKS7y
1362783423245467655,"Woonsocket, RI",2021-02-19,0,0,Dr. Inna Ryvkin talks about the COVID-19 vaccine https://t.co/GODAXCcDTF via @YouTube
1361929201679360001,"Westmont, IL",2021-02-17,59,31,"Opera Singers Help #COVID19 Patients Learn to Breathe Again

""A 6-week program developed by the English National Opera &amp; a London hospital offers customized vocal lessons to aid #coronavirus recovery.""

https://t.co/HXgjDABLTV"
1361820311545520129,"Los Angeles, CA",2021-02-16,0,0,"Debt-laden sewing retailer Joann, a surprise winner in the pandemic, files for an IPO - FORTUNE https://t.co/fz0wjB0IjU"
1362468681255641100,"Morgan Hill, CA",2021-02-18,5,7,"The importance of implementing #DTM and #WCA is apparent as businesses continue to shift to #digital document processing. Read tips on how to implement them into your business now.
https://t.co/vgVS4xMeCX"
1364209472189722628,"Virginia, USA",2021-02-23,108,37,"Excellent reporting here by the UVA student newspaper, the @cavalierdaily, digging into the decision to hold *in-person* sorority/fraternity rush and the subsequent alarming spike of covid cases on campus. There were over 600 new cases last week alone. https://t.co/bmlAFMez07"
1359535141950005251,"Arlington, VA",2021-02-10,0,0,.@CDC: Maximizing #Covid Protection Fit for Cloth and Medical Procedure Masks ... https://t.co/rJL0wJmviU via @CDCgov
1361770910039105543,"Buffalo, IN",2021-02-16,0,0,"ISDH: Tippecanoe reports no new COVID-19 deaths, 38 new cases https://t.co/qdVFuNWC2y"
1362413555035873280,"Merritt Island, FL",2021-02-18,17562,5086,The next immediate bill after COVID relief must be restoration of the Voting Rights Act in order to protect democracy from Republicans who are right now trying to pass 165 voter suppression bills across the country.
1357219847755632640,"Colorado, USA",2021-02-04,112,32,"The Vaccinate Americans, Not Terrorists Act will prohibit COVID-19 vaccines from going to terrorists at GITMO before American citizens. I’m fighting to make sure cops in Cedar Rapids, teachers in Waterloo, and nurses in Dubuque get their vaccines first. #IA01 https://t.co/SevikkKcEq"
1358098813001555969,"Richmond, TX",2021-02-06,1,0,@scotsguy_61 @schotime @lowlie97 @runnermandoc One of the things vitamin D does is modulate your immune system. COVID has a habit of triggering an inflammatory cascade that causes organ damage.
1358179784371675137,"Missouri, USA",2021-02-06,2,0,"The people who wear N95 masks willingly in public make me want to punch them, just stop 👊🏽"
1364725119495659528,"Nashville, TN",2021-02-24,71444,26435,"Finally, it’s our time to shine https://t.co/7ZmSybwGGP"
1357535824099745795,"Mexico City and Washington, DC",2021-02-05,1,0,👏👏🇲🇽🇲🇽👏👏🇲🇽🇲🇽 Presidente @lopezobrador_ https://t.co/xFzArrAWXS
1361409850006192131,"Missouri, USA",2021-02-15,0,0,@clairecmc But yet he's all about infringement of the rights of Americans when it comes to masking and COVID. Pathetic.
1365822992752775170,"Pennsylvania, USA",2021-02-28,527,78,"Friends, this is a multi-level local GS troop serving grades 4-12 in my community. 500 cookie sales will help get them on a trip to Savannah - post COVID of course 💚⤵️   https://t.co/WBCfXQSwHi"
1365475394879709184,"New York, NY",2021-02-27,4,0,@iamharaldur Genuinely cannot wait to visit Twitter Reykjavik! Definitely on my post-COVID travel tour.
1361486548554940423,"Maryland, USA",2021-02-16,1897,788,Over 850 teachers have died due to COVID19 in the last 11 months.  To send them back to the classroom without prioritizing their vaccinations is telling them that they are expendable. They are not. Prioritize vaccinating teachers.
1357018774952681476,"Boston, MA",2021-02-03,11,0,Thank you for the shout out!! 🥰 https://t.co/72dUaJwbd8
1356738737955307527,"Houston, TX",2021-02-02,265342,45572,"BREAKING: The Senate has voted 50-49 in favor of moving the $1.9 trillion COVID relief package forward using budget reconciliation.

No Republicans voted for the resolution."
1362383785766092807,"Covington, LA",2021-02-18,2303,419,I am NOT saying Covid is “just a cold or the flu”; I AM saying the amount of people that don’t find it odd flu season disappeared in 2020 or don’t think the death count could be conflated is crazy
1357563565880692736,"Portland, OR",2021-02-05,2891,1034,"Native people are dying of COVID at a faster rate than any other group, but the media rarely mentions it."
1360587792745713666,"Louisville, KY",2021-02-13,17637,3012,It’s happening: https://t.co/MrkQAwzTx5
1365897156679393281,"Camanche, IA",2021-02-28,3683,960,"Know what’s awesome about the Pfizer and Moderna #COVID19 vaccines? They demonstrated complete protection against Covid-related hospitalization &amp; death.

Know what’s awesome about the Johnson &amp; Johnson vaccine just authorized?

It did the exact same.

Get any vaccine you can! 🙏 https://t.co/sxxzsixSfn"
1361116241595891715,"North Carolina, USA",2021-02-15,5447,1195,"Amid a deadly pandemic and economic carnage, Jim Jordan says ""cancel culture"" is ""the number one issue for the country to address today"" https://t.co/XqzMy7yRdC"
1358576980472418304,"Seattle, WA",2021-02-08,246,78,Supreme Court giving Christians special rights that supersede the rights of non-Christians to public safety. https://t.co/dpuO3S5XcC
1360034935340478467,"Houston, Texas",2021-02-12,3,0,"@zerohedge @CigargoyleMK #BlameGovernements

Don't blame a virus. the virus would have been gone by last may if it weren't for all the social distancing and masks."
1363210523614019585,"Chattanooga, TN",2021-02-20,0,0,I sure can. https://t.co/MJJzYeMvVl
