location,date,likes,retweets,text
"Atlanta, GA",2020-11-06,18,3,Hosted our fourth methods forum at https://t.co/rQa1NyPBDK today. 40ish participants. In our pre-survey 66% of respondents reported communicating SARS-CoV-2 WBE results to public health officials and 43% reported those WBE results being used to implement public health actions.
"Illinois, USA",2020-11-27,0,0,"Illinois please, this is like the 3rd Amber Alert in two weeks. Why are people taking innocent children during this time of year, and during a pandemic? Smh."
"Anderson, SC",2020-11-20,0,0,@BAbobbles Parents testing positive for COVID and sending their offspring to school to infect everyone..... 😡🤬
"Missouri, USA",2020-11-16,419,95,"Leaving a pandemic at record highs. Economy that is failing most Americans. Now, setting up Foreign Policy problems. DJT is burning it all down."
"Texas, Washington, California",2020-11-29,23142,3813,"The best way we could honor small businesses this year is by passing COVID relief that would help them survive this pandemic.
 
@senatemajldr, stop playing games with people's lives and livelihoods."
"Idaho, USA",2020-11-14,8534,1777,Ivanka Trump and Jared Kushner's children withdrawn from school after administrators raised concerns about the couple’s lack of adherence to Covid precautions https://t.co/YtQ0tPCnOl
"The Cardinal -- Columbus, Ohio",2020-11-30,204,24,wrong. we have transitioned to gaming https://t.co/vzxVKtkb0a
"Cincinnati, OH",2020-11-22,2,1,"I thought the hospitals were getting overrun?? 

https://t.co/bJUqTIyow1 https://t.co/N52j0Zo8hI"
"Rocky Hill, Connecticut",2020-11-25,7,0,CT businesses will have to shell out even more money if they're found violating state health guidelines. https://t.co/KVKkrbC5vO
"Miamisburg, OH",2020-11-20,124720,9690,"Thanks to everyone who’s said such kind things after I talked about Susan’s COVID experience tonight.

Prayers are very welcome.

If there’s one other thing we could ask, it’s to please find new ways to show support for health workers where you live.

And slow the spread. Please."
"Jersey City, NJ",2020-11-03,14927,1833,"If we win we must enact a new Voting Rights Act. If we win we will take climate action. If we win we will pass Covid relief. There’s so much we can do, right away, if we win. Thank you to everyone who has worked their ass off for this great country. Lots more to do."
"Florida, USA",2020-11-16,0,0,Heads up Canadians! https://t.co/DN3SNPVlbT
"Dallas, TX",2020-11-02,42228,15351,I’ve been COVID free this whole pandemic! Thank you God for keeping me covered!
"Pasadena, TX",2020-11-25,415906,80204,December next week?? Time flies when your life is falling apart in a pandemic
"California, USA",2020-11-19,8260,2664,Good morning @SenTedCruz and @JohnCornyn. What is your excuse for not pushing @senatemajldr to move on a COVID relief bill? You both show up for Sen. Jud. Cmtee hearings and floor votes to move judges through. Yet you ignore this. https://t.co/bFv3U2pMhG
"Houston, TX",2020-11-18,1,0,"Join us for @abc13houston’s “ACTION 13: FIGHTING DOMESTIC VIOLENCE” town hall Thurs. at 7 pm. Eyewitness News Anchor @MayraABC13 will lead an engaging discussion on the impact of the COVID-19 pandemic on DV with AVDA CEO Maisha Colter, among others.https://t.co/S1nQ3P2F7m https://t.co/7OzuTgQR0y"
"San Diego, CA",2020-11-21,20862,4888,"""Trump cleared me for the antibody therapy that he had received, which I am convinced saved my life,"" Carson wrote.

Carson rose in politics after saying Obamacare was ""the worst thing since slavery."" He's now been saved by government-funded healthcare allocated by the president. https://t.co/Lj6KlII4p9"
"Oregon, USA",2020-11-20,1,0,"@OregonGovBrown The yo-yo effect. Shut down...open...shut down...open. It’s not going away folks.. Commi Kate has found a formula for control masked as China virus protection. Ask yourself, do you need the government to tell you (mandate) everything?? Where does that end for you?"
"Springfield, New Jersey",2020-11-30,15,5,No Tuesday morning football. WKU at Charlotte has been canceled due to COVID-19 issues at Charlotte.
"Vegas, USA",2020-11-15,1,1,Иран начал испытания вакцины от COVID-19 на людях
"Los Angeles, CA",2020-11-26,1816,483,The stock market does not tell the true story of the American economy. It never has. https://t.co/DUP4A62JZe
"Pfafftown, NC",2020-11-14,1229,385,"Well, well, well. Hey @GovSisolak could it have been that massive Halloween party you threw two weeks ago without masks? Or going out to dinner the other night while you told us to stay home? You are a hypocrite. #RecallSisolak #LiberalHypocrisy https://t.co/Hmvb7jnHaL"
"Philadelphia, PA",2020-11-26,561676,39621,Since no one ever got to see my prom dress bc of Covid here y’all go 🚶🏾‍♀️ https://t.co/pJW9gdeRJX
"Naples, FL",2020-11-20,17345,2097,"The sad part isn’t a Congresswoman saying this. The sad part is so many people enthusiastically agreeing with it. 

Our real crisis is a cultural one. 

Helplessness, victimhood, and a misplaced sense of entitlement to the services of others. We must reverse this. https://t.co/apuGMit2V7"
"Washington, USA",2020-11-17,924,506,"And, #Moderna's stock shot up nearly 15% Monday + “Every Tuesday Moderna’s top doc gets about $1million richer” by selling his existing stock like clockwork through pre-scheduled trades, “earning him more than $50 million since the dawn of the #pandemic.”

https://t.co/VRMLKPRQ4g"
"California, USA",2020-11-11,2062,1090,"Olivia Troye: I was on Trump's COVID task force. His transition antics are sabotaging the vaccine.

""The Trump administration has stopped all transition activities and funding, and that will slow — if not completely halt — vaccination efforts.""
https://t.co/PH8c5JyCAQ"
"Rhode Island, USA",2020-11-19,0,0,@realDonaldTrump 250k Americans dead from Covid on your watch. A thousand deaths a day + and you spout this nonsense. Your White House is a Covid epicenter. Your Secret Service has been hit badlyvbecause of your super spreader parties and events. You are a despicable man.
"Cleveland, OH",2020-11-27,4,2,Massachusetts charities stretched thin by coronavirus pandemic struggle to keep up with holiday demand #Teamsters  https://t.co/7Pki4UoFix
"Point Lookout, NY",2020-11-13,7,1,Why is Trump in the Rose Garden repeating the same lies and delusions that got him fired @CNN https://t.co/fQ66Q1eEME
"Saint Paul, Minnesota",2020-11-12,485,155,"This is the serious Trump story right now — not him absurdly trying to scam his way out of losing the election, but the mass sickness and death he made 100 times worse with his incompetence and cowardice https://t.co/D5yEz5FEqV"
"Washington, DC",2020-11-07,1,0,"Rich countries are rapidly claiming future doses of the #COVID19 vaccine, creating deep inequalities in global distribution. But why?

@NPRGoatsandSoda explains ⏬ https://t.co/RySO0Rv52f"
"Raleigh, NC",2020-11-15,2775,236,"@marklevinshow History will show that you must be smoking crack!

250,000 Americans dead in seven months
10 million infections
1900 deaths just yesterday
1000 people are dying per day
100,000 new cases per day https://t.co/CcT7XtaoHM"
"Philadelphia, PA",2020-11-07,1,1,I'm a mom and I still remind my adult kids. https://t.co/NhDjsPh79P
"New York, USA",2020-11-20,734,234,"This is NOT because the virus is unstoppable. It’s because Trump, Nebraska's governor, and many of its people are not doing the simple things that could stop it. 

Not even the best-prepared hospital can compensate for an unchecked pandemic. 4/

https://t.co/Y1oQv8YiPp"
"Boise, ID",2020-11-25,1592,448,Saturday’s Minnesota at Wisconsin game has been canceled because of COVID issues at Minnesota. Wisconsin now ineligible for Big Ten title game so Northwestern only needs 1 win in final 3 games to clinch Big Ten title game berth
"Alexandria, VA",2020-11-22,85,10,I am very scared of what Christmas is going to look like. https://t.co/BXf5OqcA5u
"Reno, NV",2020-11-16,150117,23716,break the habit everyone...Trump is not the news anymore. He's a ridiculous figure who will go down in history as America's biggest mistake. Stop giving him what he wants --attention.  The President elect is the story. Covid is the story. Trump is a circus clown.
"Los Angeles, CA",2020-11-29,143,75,"COVID-19 Daily Update:
November 29, 2020
New Cases: 5,014 (395,843 to date)
New Deaths: 16 (7,639 to date)
Current Hospitalizations: 2,049 https://t.co/1xXlqAtERj"
"Chicago, IL",2020-11-12,315444,65411,Y'all more scared of a lockdown and not the actual pandemic. https://t.co/JkBe855YAH
"Pennsylvania, USA",2020-11-28,5417,1138,"We’ve delivered $14.6 billion in relief to 174,000 Georgia small businesses &amp; saved 1.5 million Georgia jobs. 

What have you done? https://t.co/6W17mFN6hv"
"Huntington Beach, CA",2020-11-17,2405,212,"When a safe, effective COVID-19 vaccine is ready for distribution, it must be free and accessible to all."
"Chicago, IL",2020-11-12,32925,18418,"US coronavirus cases for each day in November:

Nov. 1: 76,771
Nov. 2: 86,589
Nov. 3: 91,910
Nov. 4: 104,296
Nov. 5: 121,289
Nov. 6: 126,731
Nov. 7: 125,100
Nov. 8: 109,177
Nov. 9: 133,819
Nov. 10: 131,990
Nov. 11: 148,302"
"Pasadena, CA",2020-11-01,387,67,https://t.co/EEYl7C04dA
"Texas, USA",2020-11-10,26768,8916,MEET JOE BIDEN’S COVID ADVISOR: https://t.co/EsAAe8UOSP
"Sioux City, IA",2020-11-14,508269,78711,The “Chinese Flu” is looking very American. https://t.co/q53gfjTb0Z
"Philadelphia, PA",2020-11-23,177,44,"#BREAKING Pennsylvania bans alcohol sales at bars, restaurants on Thanksgiving Eve as COVID cases climb
https://t.co/veQMpaI0ms"
"Goffstown, NH",2020-11-29,623,304,"Know why #NobodyLikesKelly

Because as Americans were losing jobs and dying from #COVID19

She and the GOP didnt help people

But she and David Perdue DID get inside information and make MILLIONS in stock trades

GEORGIA

January 5

Vote @ossoff and @ReverendWarnock for US Senate https://t.co/LrzGSx3eGp"
"Columbia, TN",2020-11-18,0,0,#praises https://t.co/nWkTBZaPny
"Dallas, TX",2020-11-01,53612,13141,"Germany and France go back into mandated lockdowns.
Meanwhile, we’re to believe China stopped the virus dead in its tracks in just two weeks... 

The West is under attack and it is isn’t from Covid-19. 

Time for everyone to wake up and fight back."
"Buffalo, NY",2020-11-02,8,0,"The #Bills have officially signed LB Darron Lee to the practice squad. In a corresponding move, LB Ahmad Gooden has been released.

Additionally, TE Nate Becker has been activated from the reserve/COVID-19 list and placed back on the practice squad. #BillsMafia"
"Houston, TX",2020-11-10,18,3,"Damn it, Ted. All these conspiracy theories and lies are why we can’t have nice things. https://t.co/NKF8WTQAAF. https://t.co/AMzQOHIVP9"
"Raleigh, NC",2020-11-16,13552,2496,"The Moderna vaccine is 94.5% effective against Covid-19, early data released by the company says, making it the second US vaccine to have a high success rate https://t.co/QMVNEZFoWQ"
"Portland, OR",2020-11-13,12050,5244,"SCOOP: More than 130 Secret Service officers are said to be infected with coronavirus or quarantining in wake of Trump’s campaign blitz... 
me and  @jdawsey1 https://t.co/OxfdMHPWbW"
"Elk Grove, CA",2020-11-02,144,56,"@kirstiealley Nothing. It will either miraculously disappear or we’ll sit at home &amp; live under lockdowns. The difference is that the media will stop talking about it &amp; the CDC will stop putting out bogus numbers.

I suspect he handles are the same way they handled H1N1. https://t.co/glNMzQuFiW"
"Orange County, CA",2020-11-25,0,0,Two Senate Democrats have authored legislation that would force every American to wear a mask or other face covering amid the coronavirus pandemic. https://t.co/zwT2VVp3Q3
"South Carolina, USA",2020-11-29,10079,1048,"Pray WARRIORS: 

Please pray for David! He has Covid pneumonia so he was out on a ventilator, but his kidneys are failing now. These covid restrictions are so evil. ONLY his wife can see him. Not his parents, kids, or grandkids!"
"Houston, Texas",2020-11-19,1816,729,"BREAKING: Va. AG Mark Herring announces he will fight a lawsuit seeking an exemption to covid-19 restrictions so an indoor gun show with as many as 25,000 attendees can go forward at Dulles Expo Center this weekend. Group claims restrictions violate right to bear arms in Va."
"yeehaw, TX",2020-11-11,11,5,"Joe gonna do a nationwide lockdown? Noo baby, Kamala is doing a nationwide lockup 😹😹😹"
"Blair, NE",2020-11-22,1,0,"@MisfitPod @GovRicketts @IAGovernor @govkristinoem Noem. Just look at how SD ranks in all the stats. Bad, worse. Worst.  My home state and I currently live in NE. 
#StayHome 
#WearAMask 
#WashYourHands 
#SocialDistancing 
#ScienceMatters"
"Texas, USA",2020-11-01,1,0,“a historic early turnout that underscores voters’ intense desire to be heard in a divisive election despite the voting challenges caused by the coronavirus pandemic.
"Michigan, USA",2020-11-12,25138,2718,"Why not just make the inaugural all-virtual?? They can still pull huge stars like the national graduation event that featured the Obamas, amazing video vignettes like the Dem convention had, and the whole world will get to participate. They can always throw parties down the road. https://t.co/jcPh2t0pJk"
"Johnson City, TN",2020-11-19,10,7,"📢D-B Winter Sports Guidelines📢 
In light of the COVID-19 pandemic, there will be several changes to our winter sporting events, mainly basketball and wrestling. Please review the info below to familiarize yourself with these important changes.

https://t.co/6SQTbDb5xV https://t.co/ucYamrBan4"
"Oakland, CA",2020-11-19,55,28,"First and foremost, our county health officers are always reminding us that the most simple—most effective—way that we can prevent the spread is to always wear face coverings when going out. If we all did just that, we’d make incredible progress combating this pandemic.

If only. https://t.co/iyA6aFM1Vr"
"Georgia, USA",2020-11-28,4,0,@that_dash It's crazy because covid said ok. See you in 6 weeks boss. Only Saban can pull that off 🤣
"Milwaukee, WI",2020-11-24,0,0,"So would this mean we, the Badgers, get the axe? I mean, that seems reasonable to me. https://t.co/6hYdDoyytS"
"New Orleans, LA",2020-11-26,298,41,"Chill out, it’s not like they mandated covid patients be admitted into nursing homes or something. https://t.co/qEjKH9nhMD"
"Utah, USA",2020-11-12,2,0,"Also, Adam and I are planning his sabbatical. Everything is COVID dependent, obviously. We are hoping to go for about 3 months, leaving April and going until the first week of July. This is perfect because we have to move from our current home in the spring, and we wouldn’t have"
"Massachusetts, USA",2020-11-10,170,74,"Pfizer's #Covid19 vaccine announcement is by no means a final result. 

The phase 3 clinical trials still need to be completed. These will likely take a few more months and the subsequent findings could undermine the early results. https://t.co/edw3cFdS78"
"Boston, MA",2020-11-10,6393,589,My hot take on Biden's COVID-19 Taskforce is that neither his daughter nor his son-in-law are on it.
"Portland, Oregon",2020-11-13,18,2,"This is some boujee, irresponsible bullshit in the middle of a raging pandemic and economic crisis https://t.co/ZGNTGsyioW"
"Florida, USA",2020-11-14,1,0,@RichardGrenell I agree with everything but the masks. Let those at risk wear a mask. I’m not doing that $hit any
"Dallas, TX",2020-11-19,5,3,"What’s the plan,   ⁦@GregAbbott_TX⁩ ⁦@GovAbbott⁩?  

 Grim Milestone of More Than 20,000 COVID-19 Deaths https://t.co/EAampumXoP"
"Memphis, TN",2020-11-17,227,68,"Context: This court is dominated by Democrats. 

SCOTUS, here we come! https://t.co/2753dfMvEj"
"Riverside, CA",2020-11-06,0,1,Preach king https://t.co/5GJ2KdW7LD
"Atlanta, GA",2020-11-23,5212,1833,The headlines from the 1918 pandemic are incredible. https://t.co/iRnCdl7nty
"Florida, USA",2020-11-06,34808,5901,"Trump wants us in the streets.

I beg you to stay home."
"Duluth, MN",2020-11-21,6678,1063,The left is turning COVID into a 'forever pandemic.' https://t.co/K1OPez6fZU
"BFE, Kansas",2020-11-02,0,0,@PrisonPlanet Just call it what it is - the “Great Reset” lockdown
"Northbrook, Il",2020-11-12,223,3,"Recently found out that someone I’ve known most of my life apparently doesn’t like that I track COVID in Illinois.

I keep turning that over and over in my mind. Truly fascinating."
"Pennsyltucky/Pennsylbama, USA",2020-11-06,7484,682,"Their desire to have their cries be legislated got them registered and saved our democracy. 

Let’s see how Dems respond. https://t.co/30G0TK1Ni2"
"California, USA",2020-11-23,1,0,Excellent idea. https://t.co/uJxVLb4vpX
"East Syracuse, NY",2020-11-15,0,1,#BREAKING Jim Boeheim tests positive for COVID-19 https://t.co/FXab6Z163l
"Logan, UT",2020-11-09,154,49,"Here’s the Covid update for Monday: 
🌡  2,246 new cases, 134,868 total
😔 2 new deaths, 661 total
🏥 444 currently hospitalized, up 20 (!!) from yesterday
🧪 9,106 people tested, 24.7% positive rate
📈 7-day avg 2,437 cases/day and 21.2% positive #utpol"
"Texarkana, TX",2020-11-02,48,23,"Get the latest numbers on Covid-19 where you are in the UK

Enter your postcode to find out

https://t.co/lQFLhvhnYK"
"Baltimore, MD",2020-11-28,43,13,"While some states were able to tap rainy day funds to buoy the setbacks caused by the pandemic, others have overspent and accumulated debt. https://t.co/rOCjgsE01M #CatoEcon #CatoCOVID https://t.co/NweAPhTcoI"
"Sterling, VA",2020-11-30,20570,12350,"US coronavirus cases by month in 2020:

March: 186,200
April: 883,199
May: 723,166
June: 845,736
July: 1,926,970
August: 1,479,756
September: 1,215,901
October: 1,940,522
November: 4,252,822

(As of 9 a.m. ET Nov. 30, 2020)"
"Kansas, USA",2020-11-17,25,8,Iowa Gov. Reynolds has issued the state’s first mask mandate after months of disparaging coronavirus restrictions as “feel good” measures. https://t.co/PxkSnqgQro
"Los Angeles, CA",2020-11-11,317,87,CDC report says masks now protect wearer as well as the public https://t.co/F47naEgTyN https://t.co/9bJAzc8Fdr
"Long Beach, CA",2020-11-05,0,0,"Assim como os psolentos e ptralhas, a esquerdalha americana vem preparando essa fraude sob a desculpa do Covid-19. Meses atrás eles entraram com ações na justiça em vários estados pra mudar as regras do jogo. Com isso conseguiram facilitar e afrouxar controle de votos por carta🤬"
"Santa Barbara, CA",2020-11-08,60,28,"US heading toward 200,000 cases per day according to public health experts. 
#WearAMask #stayathome"
"New Jersey, USA",2020-11-12,1262,145,"All due respect, Dr. Drake, I am actually a high risk person that listens to my doctors advice all the time. I’m sorry you don’t like my opinions, I just don’t appreciate governors who forced Covid positive patients into nursing homes. Bless your heart. https://t.co/WeyZ6KKaqx"
"Atlantic Beach, NC",2020-11-18,1,1,"And speaking of Covid, Wake-Duke football game on Saturday has been postponed. (Wake has the Covid)

https://t.co/BFCyM9oCbW"
"New Orleans, LA",2020-11-19,0,0,"I think this pandemic rule #6. 😅
#pandemic #dontdoit #extothenext @ New Orleans, Louisiana https://t.co/OSKCdAFogc"
"Springdale, AR",2020-11-19,0,1,"Tyson Foods has suspended top plant leadership in its Waterloo, Iowa, pork processing plant without pay after allegations they made light of the COVID-19 pandemic by operating a betting pool for su...
https://t.co/SnMrDFzzmH"
"Georgia, USA",2020-11-09,6196,948,Is voter fraud the cure for Covid?
"Puyallup, WA",2020-11-15,148,63,"White paper on Covid recovery by Irish doctors group (via @FatEmperor - thank you), please read and SHARE, this is important! 

https://t.co/VxC0iw7q3h"
"Georgia, USA",2020-11-27,4,0,"You put unscientific folks on courts — you get reckless, dangerous decisions.
You can pray from home.
You can go to church/temple etc Once we get #COVIDー19 under control. https://t.co/u3MaUMrFzP"
"Granite Bay, CA",2020-11-08,2,0,@KTVU Covid licking it’s chops looks at all these fools
"Grand Island, NY",2020-11-30,0,0,I know way too many people personally and through coworkers who have/had Covid now and it’s insane because if we actually had a competent federal government this may have been gone by now but nope 🙃
"Oregon, USA",2020-11-03,0,0,"@KamalaHarris @JoeBiden Whereas I appreciate that. How about I keep freaking out, for 23hrs?!

⏰It's Time!⏰

👥Network
💡Make a plan
😷Wear a mask
👍Stay Safe
🗳️#Vote

🌊B🌊L🌊U🌊E🌊🇺🇸🌊W🌊A🌊V🌊E🌊
#VoteBlueToSaveAmerica #BlueWave2020
#BidenHarris2020 #VoteThemOut #Resistance https://t.co/NJNMh1HGMN"
"West Columbia, SC",2020-11-05,74783,9495,"We're all tired but seriously let's take a minute to thank all the people who are counting our votes in a historic pandemic. It's hard, thankless, and now suddenly dangerous work. Thank you to everyone who's counting the ballots!"
"Indianapolis, IN",2020-11-22,434,138,"There are now 150 million more children living in multidimensional poverty - without access to education, health, housing, nutrition, sanitation, or safe water. 

That’s an increase of 15% when compared to pre-#COVID19 levels. https://t.co/HQ3No0WwmQ"
"Susanville, CA",2020-11-12,7,3,"@Boston_Grandpa @BostonStrongB @MissGFYCuffy @actionp24 @ACJJustice @bjcreigh @AVestige1 @CannabizLawyr @brat2381 @BlueBobHMueller @MaxieMama1 @Supermom1242 @debsomewhere @eronel35 @GaryBetsy @Sparkies53 @caramba0309 @gramV319 @Msmariablack @bdonikian @Jabbadaddy2016 @BrienneOfSnark_ @BigotedVsBigots @bkgut3 @nullnotvoid @EnigMaRic @ellenc53 @luisafontana @fdell3 @MichelleResists @SelfImposedXile @wicked_groove @alice4u2010 @Ronda524 @katurner1020 @Johny_GT @SMChalut @iamisIander @GoddessofAutumn @Anthr0p0m0rph @RemmyGx1 @KarlieInCali @HatesTtump @Steph_is_salty @State2020Deep @CanuckScots @Fred_Head_Man @GaryNordstrom4 @EdGoodwin5 @tigerhawk187 They should be held accountable.  If not free all the people in jails , including the #FamikiesLockedInCages . What happened to , #NoOneIsAboveTheLaw .
Everyone keeps pacifying it, it has already abandoned US re:#COVID19,  #COVIDRelief. I'm tired of paying ppl to harm US. https://t.co/jRthxa6G6k"
"Harrisburg, Pennsylvania",2020-11-22,926,467,"📍Reinfection worry re-emerging—another documented reinfection case - this time of a 21 year old women in South Korea. There are now officially 26 confirmed reinfections and 1 death, and 572 suspected reinfections of #COVID19. Infection is rare but not blue moon rate it seems. https://t.co/noSEdxGWo6"
"Arizona, USA",2020-11-13,3112,639,"You worked so hard (as did MANY others) to turn Texas blue. 

It's truly a shame it did not happen because now MORE people will die in Texas as a DIRECT result of Donald Trump &amp; @GregAbbott_TX disastrous policies.

Hard to process how many Texans voted against their own interest. https://t.co/95jdtZgtd9"
"Pennsylvania, USA",2020-11-02,4500,1871,"After election, US faces “dark winter”:

— Enormous unemployment programs 4 millions to expire
— Protections 4 renters, student borrowers end
— ACA at Supreme Court
— Gov shutdown Dec 11
— 40% restaurants, 66% hotels face closure
— 1M travel jobs at risk

https://t.co/I5WVQnHTal"
"Tucson, AZ",2020-11-19,1,2,"Immigration court in #Phoenix closed today because of possible COVID-19 exposure.
It's become a frequent occurrence in courtrooms nationwide during the pandemic.
Via @r_salma_
https://t.co/IKccDh5jb2"
"Seattle, WA",2020-11-13,3690,1799,ATTN Georgia: Please rid us of #CorruptKelly &amp; VOTE HER OUT https://t.co/vBm4FxI93n
"Liberal, Kansas",2020-11-11,3160,1385,"VP Pence credits President Trump’s efforts but Pfizer was not a part of Operation Warp Speed. 

Pfizer senior VP &amp; head of vaccine development Dr. Kathrin Jansen told NYT: “We were never part of the Warp Speed. We have never taken any money from the US government, or from anyone” https://t.co/9i5w261irH"
"Myrtle Beach, SC",2020-11-10,6,2,"@o_rips @Sterling2143 @DemandDanielAZ I know where I stand.   I have NOT and will NOT COMPLY!   No mask, no isolation, no vaccination!   Governments are skating on thin ice right now.   The Germans and the Italians are out in the streets.  People are waking up.  This Covid PsyOp was launched at Davos..."
"Maine, USA",2020-11-18,0,0,"@Beth_Brogan @newscentermaine I’d say this is spot-on based on what I’ve heard from my sister, a charge nurse on a non-ICU COVID-19 floor. Things are intensifying fairly rapidly."
"California, USA",2020-11-22,13277,2577,Wow. Awesome. https://t.co/TN0od3mtMT
"R!ghtBehindYou, USA",2020-11-11,0,0,"@mtgreenee Honestly? Folks that voted for Biden are ""more likely"" to believe in COVID-19 and the effects of it. Your critical thinking analysis doesn't quite take you over the finish line to think ""yeah, they might cast more absentee and mail-in"""
"Orion, MI",2020-11-22,56522,3902,I’m thankful for the farmers in California and across the country who have been working tirelessly to ensure the American people have food on their table during this pandemic. We are grateful for your hard work.
"Poteau, OK",2020-11-26,1820,538,"BREAKING:
Supreme Court rules government cannot regulate attendance at houses of worship during a pandemic surge. The justices split 5-4 with new Justice Amy Coney Barrett in the majority.

It's called the Constitution, @NYGovCuomo...

#MAGA #Thanksgiving"
"Jaffrey, NH",2020-11-20,495002,49978,"To get the virus under control, we need to pay people to stay home."
"Tennessee, USA",2020-11-29,32248,3428,"Thank goodness we have 5 constitutional conservatives on the Supreme Court. 

Religious liberty wins. 
https://t.co/mUzdhQIa2b"
"Washington, USA",2020-11-26,0,0,@richardursomd @nitromike58 Some people once their mind is made up will not do any critical thinking at all? Thank you drs for startup for truth. Chance of dying from covid? 99.98%!! Wake up dims
"West Monroe, LA",2020-11-25,0,0,"@JackDeanna Brian is a security consultant. He was in New York for a deal that would secure his business for a decade. Then it happened. The zombie outbreak. 

Now he’s racing to get home to TN. To his daughter. Follow him on his journey. New chapters post on Mondays.
https://t.co/V74jfdxYLt"
"Union, WA",2020-11-02,13,9,"Even before the pandemic, the health care systems that serve rural Americans were in decline: rural hospitals were closing their doors, and the medical workforce was shrinking. #COVID19 has only increased these threats to rural health care infrastructure. https://t.co/hKyoa0TXKD"
"Dallas, TX",2020-11-08,15953,4277,"Those who defrauded the federal government to profit from covid relief must be held accountable. 

https://t.co/FKfNNyd0Sk"
"Kentucky, USA",2020-11-26,84,9,Add health departments to the list for review by #KYGA21.  Too. Much. Power. https://t.co/tdDAdcKOEB
"Tampa, FL",2020-11-03,0,0,@thisisop @odin0101 @MSNBC NOPE all all points..he started a task force &amp; discussed it at his state of the union..Dems started a fake impeachment case! Started quarantines 1/31/20. Many problems w/ early tests that needed to be corrected! Stopped travel from EU after first cases..https://t.co/F29SsLeIt0
"Baton Rouge, Louisiana",2020-11-16,0,0,"“We’ve come this far, and we know what these things can do in terms of mitigating the spread. I want us to get back to that point so that our hospitals don’t get overwhelmed.” https://t.co/l4mF5kmUWF"
"Massachusetts, USA",2020-11-01,179259,48282,"What America leads in: 

#1: Covid-19 cases
#1: Medical debt
#1: Prescription drug prices
#1: Deaths from lack of insurance
#1: Student debt
#1: Prisoners
#1: Gun violence
#1: Military spending
#1: Trade deficit
#1: Billionaires

We need to change our national priorities."
"HIllsdale, MI",2020-11-19,0,0,China not as much. https://t.co/N5I2UMQV8W
"Tucson, Arizona",2020-11-25,5,2,"Multi-national study finding govt intervention doesn't correlate with mortality drivers, but other axes do. Worth a read. https://t.co/boEh0PbRZD"
"McKinney, Texas",2020-11-20,0,0,"@MarcusBeam1 @AlexBerenson @nosmhnmh @MSNBC So you admit.

Covid controls should be done at a local level."
"Tennessee, USA",2020-11-28,7552,2796,"⚠️Healthcare workers did *NOT* sign up to work during an endless pandemic with ZERO help from state and federal governments. These healthcare workers gave their lives to treat patients w/ #COVID19. If we don’t help suffering HCWs, likely hospital strikes may be coming nationwide. https://t.co/W9Fn69UWJG"
"Fort Worth, Texas",2020-11-02,31351,14499,"The White House on lockdown: A federal law enforcement source tells NBC that beginning tomorrow, crews will build a “non-scalable” fence to secure the WH complex, Ellipse and Lafayette Square.

250 National Guardsmen have been put on standby, reporting to Metro Police officials."
"Chicagoland, IL",2020-11-08,3455,52,"By all means, keep calling me “Karen” and “boomer” like that’s gonna somehow change me/the pandemic/your ignorance. 

I love when you announce yourselves as selfish, uneducated asshats so I can block you."
"Lexington, KY",2020-11-29,0,2,Covid-19 is changing the face of college basketball this season!#bbn #covidcollegebasketball #covidoncollegecampuses #covidcollege https://t.co/lhYzahID5v
"Winter Haven, FL",2020-11-06,0,0,@WilliamCrozer45 @WhiteHouse @realDonaldTrump Don’t forget ONE HUNDRED THOUSAND COVID cases per day fuckos https://t.co/nQEINIK5jf
"Denver, CO",2020-11-10,5702,626,"Boris Johnson, the UK's trump, has congratulated Joe Biden on his winning the presidency. That's BIG. https://t.co/zL1xWmulme"
"Pittsburgh, PA",2020-11-29,23,2,Allegheny County's executive https://t.co/Z0OTwMul6z
"Missouri, USA",2020-11-23,1,0,"@Hootgi @realDonaldTrump Can’t wait for Mitch’s testimony at Nuremberg style hearings on charges of negligent homicide. Hear him answer why he prioritized fast-tracking judges &amp; bailing out billionaires, over life-saving legislation &amp; relief for constituents &amp; healthcare workers during a deadly pandemic."
"Albuquerque, NM",2020-11-10,102,60,"This is at UNMH, right now. It’s the parking lot that the University shares with the DoH and the Medical Investigator. It is not closed for repainting (like some asshole said.) It is closed in anticipation of mobile morgues being needed soon. Please wear your mask and stay home. https://t.co/aY3mAwmRcE"
"California, USA",2020-11-12,21,7,"You cannot have MAGATS and Dems agreeing on anything together.  It’s been about dividing us from day one, it’s about protecting his base / market share. It’s why he intentionally never wanted and National Covid Plan. https://t.co/MWFmwRdfc1"
"Western, NY",2020-11-08,12138,2262,"I have a feeling COVID-19 will be fading away just a few months into the Biden presidency &amp; the media will rush to give Biden the credit for defeating it.

Politics should never be a part of medicine."
"Murrieta, CA",2020-11-12,1725,350,"Kelly Loeffler and David Perdue are perfectly experienced with runoffs, as both tried to run off with money after downplaying COVID and selling off their shares."
"Denver, CO",2020-11-18,47456,10443,"If you could see a #COVID19 patient struggling to breathe like we do in the ER, you’d immediately understand why we’re so worried and why it’s safest to cancel your in-person family meetups over the holidays. 

Next year will be safer and we’d like all of you to be there for it."
"Elgin, IL",2020-11-11,1,1,"En la sesión informativa de hoy, el comandante Echevarria nos cuenta sobre el aumento continuo de los casos de COVID-19 en Elgin y en todo el estado y las consideraciones para la próxima temporada navideña. https://t.co/4uWaUAlLxW"
